geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,iso alpha 2,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),ISO_alpha3,nearest_cdd_1,nearest_cdd_2,nearest_cdd_3,nearest_cdd_4,nearest_cdd_5,nearest_cdd_6,nearest_cdd_7,nearest_cdd_8,nearest_cdd_9,nearest_cdd_10,nearest_cdd_11,nearest_cdd_12,total_year,average_year,variance_year
292968,Abu Dhabi,Abu Dhabi,"A-pu-that-pi,AEbu Saby,AUH,Aboe Dhabi,Abou Dabi,Abu Dabi,Abu Dabis,Abu Daby,Abu Daibi,Abu Dhabi,Abu Dhabi Island and Internal Islands City,Abu Dhabi emiraat,Abu Zabi,Abu Zaby,Abu Zabye,Abu Zabyo,Abu Ḍabi,Abu Ḑabi,Abu-Dabi,Abu-Dabi khot,Abu-Dabio,Abu-Dzabi,Abú Dabí,Abú Daibí,Abú Zabí,Abû Daby,Abū Dabī,Abū Z̧aby,Abū Z̧abye,Abū Z̧abyo,Abū Z̧abī,Ampou Ntampi,Ebu Dabi,Ebu Dhabi,a bu zha bi,abu dhabi,abu-dabi,abudabi,abudhabi,abw zby,abwzby,aputapi,jzyrt abwzby wjzr dakhlyt akhry,xa bud abi,Â-pu-tha̍t-pí,Äbu Saby,Əbu-Dabi,Άμπου Ντάμπι,Αμπου Νταμπι,Αμπού Ντάμπι,Абу Даби,Абу-Даби,Абу-Даби хот,Абу-Дабі,Әбу-Даби,Աբու Դաբի,אבו דאבי,أبوظبي,ئەبووزەبی,ابو ظبى,ابوظبی,ابوظہبی,جزيرة أبوظبي وجزر داخلية اخرى,अबु धाबी,अबू धाबी,আবুধাবি,ਅਬੂ ਧਾਬੀ,ଆବୁଧାବି,அபுதாபி,ಅಬು ಧಾಬಿ,അബുദാബി,අබුඩාබි,อาบูดาบี,ཨ་པོའུ་དྷ་པེ།,အဘူဒါဘီမြို့,აბუ-დაბი,አቡ ዳቢ,アブダビ,阿布扎比,아부다비",24.45118,54.39696,P,PPLC,AE,,01,101,,,1807000,,6,Asia/Dubai,2024-03-27,Abu Dhabi,292968,United Arab Emirates,128.4478992,226.7254574,ARE,37.870887756347656,38.37130610148112,35.10729344685876,24.50169626871743,2.352616628011068,0.0,1.2601318359375,0.21345138549804688,12.751818339029915,26.86282730102539,37.18433507283528,34.214108784993506,138.20380020141604,23.033966700236007,312.3139035817371
1138958,Kabul,Kabul,"Cabool,Caboul,Cabul,Cabura,Cabúl,Caubul,KBL,Kabil,Kaboel,Kabol,Kaboul,Kabul,Kabula,Kabulas,Kabuli,Kabulo,Kabura,Kabúl,Kabûl,Kampoul,Kobul,Kubha,Kábul,Kâbil,Kābol,ka bu er,kabl,kabul,kabula,kabuli,kaburu,kabwl,kapul,ke bu er,khabul,Καμπούλ,Кабул,Кобул,Քաբուլ,קאבול,كابل,كابۇل,کابل,کابول,काबुल,কাবুল,ਕਾਬੁਲ,କାବୁଲ,காபூல்,ಕಾಬುಲ್,കാബൂൾ,කාබුල්,คาบูล,ཁ་པལ།,ཁ་པུལ།,ქაბული,ካቡል,ទីក្រុងកាបូល,カブール,カーブル,喀布尔,喀布爾,카불",34.52813,69.17233,P,PPLC,AF,,13,101,,,4434550,,1798,Asia/Kabul,2024-09-05,Kabul,1138958,Afghanistan,213.1670259,144.3958398,AFG,5.577723185221355,0.2503471374511719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.828070322672527,0.9713450537787546,5.102520467836629
3183875,Tirana,Tirana,"TIA,Terana,Theranda,Tiorana,Tiorána,Tiran,Tiran khot,Tiran-a,Tirana,Tiranae,Tirane,Tirano,Tiranë,Tirāna,Trnava,Tyrana,Tyranna,Tírana,Tîrana,Tėrana,de la na,tilana,tirana,tyrana,tyrnh,Τίρανα,Тиран хот,Тиранæ,Тирана,Тиране,Трнава,Тырана,Տիրանա,טיראנא,טירנה,تىرانا,تيرانا,تیرانا,तिराना,তিরানা,ਤਿਰਾਨਾ,ଟିରାନା,டிரானா,ടിറാന,ติรานา,ཐིས་རན།,ტირანა,ቲራና,ティラナ,地拉那,티라나",41.3275,19.81889,P,PPLC,AL,,50,10944420.0,3183878.0,,418495,,113,Europe/Tirane,2023-01-01,Tirana,3183875,Albania,133.7176724,101.8735789,ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616052,Yerevan,Yerevan,"Ayrivan,Djerevan,EVN,Eireavan,Eireaván,Ereban,Erehvan,Ereun,Erevan,Erevan osh,Erevana,Erevano,Erevanum,Erevàn,Ereván,Erevāna,Erewan,Erivan,Eriwan,Erywan,Erywań,Gierevan,Ierevan,Iereván,Iravan,Jerevan,Jerevanas,Jerevani,Jereván,Jerewan,Jerjewan,Revan,Siro Mayraqaxaq Yerevan,Yerevan,Yervandavan,Yerêvan,Yiriwan,Yèrèvan,Yérévan,ayrwan,ereban,erevani,iyerebhana,shhr ayrwan,ye li wen,yeleban,yeravana pranta,yere wan,yerevan,yerevana,yerevhana,yryfan,yrywan,Èrevan,Êrîvan,İrəvan,Γιερεβάν,Ερεβάν,Єреван,Јереван,Ереван,Ереван ош,Ерэван,Երեվան,Երևան,יערעוואן,ירוואן,ایروان,شهر ایروان,يريفان,يېرېۋان,یریوان,یەریڤان,येरवान प्रान्त,येरेवान,येरेव्हान,ইয়েরেভান,யெரெவான்,เยเรวาน,ཡེ་རེ་ཝན།,ერევანი,ዬሬቫን,エレバン,葉里溫,예레반",40.18111,44.51361,P,PPLC,AM,,11.0,,,,1093485,,994,Asia/Yerevan,2023-11-13,Yerevan,616052,Armenia,198.8653017,132.124738,ARM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240449,Luanda,Luanda,"LAD,Loanda,Louanda,Louanta,Luand,Luanda,Luandae,Luando,Lwanda,Lúanda,Saint Paul de Loanda,Sao Paolo de Loanda,Sao Paulo da Assuncao de Luanda,Sao Paulo de Loanda,Sao Paulo de Luanda,St Paul de Loanda,São Paolo de Loanda,São Paulo da Assunção de Luanda,São Paulo de Loanda,São Paulo de Luanda,lu an da,lu'anda,luanda,luo an da,luvanta,luxanda,luyanda,lwanda,ruanda,Λουάντα,Луандæ,Луанда,Լուանդա,לואנדה,לואנדע,لوآندا,لواندا,لونڈا,लुआंडा,लुआण्डा,লুয়ান্ডা,ਲੁਆਂਦਾ,லுவாண்டா,ลูอันดา,ལའུན་ཌ།,ლუანდა,ሏንዳ,ルアンダ,盧安達,罗安达,루안다",-8.83682,13.23432,P,PPLC,AO,,20.0,,,,2776168,,73,Africa/Luanda,2024-03-26,Luanda,2240449,Angola,65.34375,104.3111004,AGO,102.08084869384756,110.94682693481445,122.98603693644195,82.20539093017578,66.07623163859054,60.86131668090821,48.60155995686855,54.10939407348627,49.87462107340493,76.71308771769205,77.2285245259603,49.986175537109375,545.1566518147785,90.85944196912975,630.1057484630579
2243271,Cabinda,Cabinda,"CAB,Cabinda,Kabinda,Кабинда",-5.56717,12.19787,P,PPLA,AO,,3.0,,,,550000,,3,Africa/Luanda,2023-11-28,Cabinda,2243271,Angola,63.14116379,102.1664157,AGO,48.052932739257805,56.7637596130371,37.85460789998372,21.02450815836588,7.733010609944648,18.702164967854817,12.251833597819006,26.945921579996757,26.71433766682942,27.441294352213554,24.969318389892553,36.925710042317704,190.13098398844397,31.68849733140733,358.1630563311432
3347019,Mossamedes,Mossamedes,"MSZ,Mocamedes,Mossamedes,Moçâmedes,Namibe,Namibė,na mi bei,namibe,namibeu,namybh  angwla,Намибе,Намібе,نامیبه، آنگولا,نامیبے,ナミベ,納米貝,나미브",-15.19611,12.15222,P,PPLA,AO,,13.0,,,,255000,,13,Africa/Luanda,2023-11-28,Mocamedes,3347019,Angola,68.12607759,102.8670664,AGO,33.69571558634441,63.557820638020864,60.864943186442105,90.31362660725902,133.59356562296554,126.7817268371582,139.58080800374336,124.42197545369477,86.03624216715501,62.42063522338859,50.07746887207031,11.468902587890625,508.8073984781902,84.80123307969836,1561.8885035640628
3347719,Luena,Luena,"LUO,Luehna,Luena,Luene,Luso,Luzo,Vila Luso,Vila Luzo,Vila Luzu,Villa Luso,lu ai na,luena,lwna  angwla,Луена,Луэна,לואנה,لوئنا، موشیکو صوبہ,لونا، آنگولا,盧埃納,루에나",-11.78333,19.91667,P,PPLA,AO,,14.0,,,,273675,,1337,Africa/Luanda,2023-11-28,Vila Luso,3347719,Angola,67.8125,101.1297487,AGO,81.26458867390951,103.07321039835604,112.65270360310855,124.66640981038422,103.58502070109031,74.51715977986656,38.881263732910156,59.49554316202804,68.29853057861328,81.37519709269206,73.97251383463542,50.909515380859375,599.7590929667152,99.95984882778588,358.2401575049228
3435910,Buenos Aires,Buenos Aires,"BUE,Baires,Bonaero,Bonaeropolis,Bonaëropolis,Bos Aires,Bouenos Aires,Bouonezar,Bouonézâr,Buehnas-Ajrehs,Buehnos Ajres,Buehnos-Ajres,Buehnos-Ajres osh,Buenos Aires,Buenos Airės,Buenos Ajres,Buenos Ares,Buenos Ayres,Buenos-Aires,Buenos-Ajres,Buenos-Ayres,Buenos-Aýres,Buenosairesa,Buénos Ayrés,Bwenoze,Bwènozè,Búenos Aíres,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad de La Santisima Trinidad y Puerto de Santa Maria del Buen Ayre,Ciudad de La Santísima Trinidad y Puerto de Santa María del Buen Ayre,Lungsod ng Buenos Aires,Santa Maria del Buen Ayre,Santa María del Buen Ayre,bawnosxires,bu yi nuo si ai li si,bu'enosa a'iresa,buenos-airesi,buenosaires,buenoseuaileseu,buenosuairesu,buraenosa a'iresa,buyenosa a'iresa,bwyns ayrs,bwynws ayrs,bwynws ayrys,byu'enosa erisa,byunas airis,byunas ayels,bywns ayrs,puvenas airis,Μπουένος ΄Aιρες,Μπουένος Άιρες,Буенос Аирес,Буенос Айрес,Буенос Аірес,Буенос Ајрес,Буенос-Аирес,Буенос-Айрес,Буэнас-Айрэс,Буэнос Айрес,Буэнос-Айрес,Буэнос-Айрес ош,Բուենոս Այրես,בואנוס איירס,בוענאס איירעס,بوئنوس آیرس,بوينس آيرس,بوينوس ايريس,بۆینس ئایرس,بیونس آئرس,बुएनोस आइरेस,ब्युएनॉस एरीस,বুয়েনোস আইরেস,বুৱেনোস আইরেস,புவெனஸ் ஐரிஸ்,ಬ್ಯೂನಸ್ ಐರಿಸ್,ബ്യൂണസ് അയേഴ്സ്,บัวโนสไอเรส,པུ་ཨེ་ནོ་སི་ཨས་རི་སི།,ဗျူနိုအေးရိစ်မြို့,ბუენოს-აირესი,ብዌኖስ አይሬስ,ブエノスアイレス,布宜諾斯艾利斯,布宜诺斯艾利斯,부에노스아이레스",-34.61315,-58.37723,P,PPLC,AR,,7.0,,,,2891082,,31,America/Argentina/Buenos_Aires,2024-06-19,Buenos Aires,3435910,Argentina,92.62068966,106.7127808,ARG,0.0,0.0,8.349082946777344,11.18075307210286,0.0,59.17522811889649,89.76586659749353,31.832401275634766,23.493645985921237,2.886067708333334,0.0,0.0,78.7050641377767,13.11751068962945,532.8019056159374
3836350,Santa Cruz Province,Santa Cruz Province,"Eparchia Santa Krous,Gobernacion de Santa Cruz,Gobernación de Santa Cruz,Lalawigan ng Santa Cruz,Mkoa wa Santa Cruz,Pravincyja Santa-Krus,Provenz Santa Cruz,Provincia Santa Cruz,Provincia de Santa Cruz,Provins Santa Cruz,Provinsi Santa Cruz,Proviñs Santa Cruz,Provënz Santa Cruz,Província de Santa Cruz,SC,Santa Crus jisk'a suyu,Santa Cruz,Santa Cruz Province,Santa Cruz Seng,Santa Cruz Séng,Santa Cruz probintzia,Santa Cruz tartomany,Santa Cruz tartomány,Santa Cruzi provints,Santa Cruzin maakunta,Santa Krus,Santa Krus wamani,Santa Krusa provinceje,Santa Krusa provincėjė,Santa Kruso provincija,Santa Kruz,Santa-Krus,Santae-Krus,Santakrusas province,Talaith Santa Cruz,Territorio Nacional de Santa Cruz,Tetavore Santa Cruz,Tetãvore Santa Cruz,Wilayah Santa Cruz,astan santa krws,canta kirus makanam,rath san ta kru s,sainta kruja pranta,santa kraj pravins,santa kruj prantya,santa krujha,santa krujha pranta,santa krws  arzhantyn ayalty,santa krwz,santakeuluseuju,santakurusu zhou,sheng gu si sheng,sheng ke lu si sheng,snth qrws,syanta kruya pradesa,Επαρχία Σάντα Κρους,Правінцыя Санта-Крус,Сантæ-Крус,Санта Круз,Санта Крус,Санта-Крус,Սանտա Կրուս,סנטה קרוס,استان سانتا کروس,سانتا كروز,سانتا کروس، آرژانتین ایالتی,صوبہ سانتا کروز,صوبہ سانتا کروز، ارجنٹائن,सांता क्रुझ,सैन्ता क्रुज प्रान्त,স্যান্টা ক্রুয প্রদেশ,સાન્તા ક્રૂઝ પ્રાંત,சாண்டா கிருஸ் மாகாணம்,శాంటా క్రజ్ ప్రావిన్స్,ಸಾಂಟಾ ಕ್ರೂಜ್ ಪ್ರಾಂತ್ಯ,සැන්ටා කෘස් පළාත,รัฐซานตากรุซ,სანტა-კრუსის პროვინცია,サンタクルス州,圣克鲁斯省,聖古絲省,산타크루스주",-49.0,-70.0,A,ADM1,AR,,20.0,,,,333473,,572,America/Argentina/Rio_Gallegos,2023-02-15,Santa Cruz,3836350,Argentina,111.0204741,109.6710661,ARG,0.0,0.0,0.0,0.0,1.8898035685221364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8898035685221364,0.3149672614203561,0.5952262545998335
