iter	MAPE
0	0.1768638545
1	0.1745923122
2	0.1653517487
3	0.1589000817
4	0.1531412257
5	0.151990572
6	0.146474744
7	0.1386760101
8	0.1365431087
9	0.1354680951
10	0.1328752491
11	0.13050525
12	0.1295907162
13	0.1279330845
14	0.1269657641
15	0.1250180192
16	0.1195431899
17	0.1169427977
18	0.11470408
19	0.1098248311
20	0.106225538
21	0.1051068369
22	0.1031804931
23	0.1011498655
24	0.09982091705
25	0.09776320928
26	0.09649045939
27	0.09516048348
28	0.09481086128
29	0.09378247342
30	0.09073109428
31	0.08971934021
32	0.08900926729
33	0.08809829082
34	0.08661157719
35	0.08604068952
36	0.0855772299
37	0.08500654811
38	0.08361879439
39	0.08281300213
40	0.08272260338
41	0.08214807347
42	0.08186961055
43	0.08149659382
44	0.08102849079
45	0.08047953517
46	0.07995678256
47	0.07967944197
48	0.07897763851
49	0.07882151736
50	0.07842572813
51	0.07783687718
52	0.07614350894
53	0.07517856983
54	0.07489161875
55	0.07298721212
56	0.0723081865
57	0.07210196415
58	0.07128882586
59	0.07113838246
60	0.07060715991
61	0.06965600969
62	0.06936826341
63	0.06905224573
64	0.06666447724
65	0.06614047296
66	0.06591037139
67	0.06453886965
68	0.06411708098
69	0.06301849725
70	0.06265699453
71	0.06096057115
72	0.05927714247
73	0.05854836154
74	0.05767047066
75	0.0564546034
76	0.05606463041
77	0.05569036451
78	0.05556400966
79	0.05541351683
80	0.05523185579
81	0.05507830836
82	0.05375196383
83	0.053498467
84	0.05252694437
85	0.0524073868
86	0.05183626747
87	0.05108821239
88	0.0507072125
89	0.05060486713
90	0.05052184204
91	0.04973931613
92	0.04961681729
93	0.04942216694
94	0.04884793659
95	0.04821649253
96	0.04798180737
97	0.04785320645
98	0.04777941699
99	0.04754893447
100	0.04744369671
101	0.04714108006
102	0.04709321289
103	0.04700940066
104	0.04677041495
105	0.04651118486
106	0.04625906377
107	0.0461463598
108	0.04607946357
109	0.04600203144
110	0.04558319076
111	0.04540925771
112	0.04526275132
113	0.04517111096
114	0.04489320642
115	0.04481505268
116	0.04473740398
117	0.04465343466
118	0.04460787054
119	0.044458185
120	0.0442155807
121	0.04359275147
122	0.04346143526
123	0.04303290724
124	0.04257046385
125	0.04247409229
126	0.04232029194
127	0.04223110009
128	0.0421675216
129	0.04184076749
130	0.04176233592
131	0.04144791648
132	0.04138561812
133	0.04122772156
134	0.04101149567
135	0.04088657379
136	0.04086214429
137	0.0406549338
138	0.04062084982
139	0.04059037046
140	0.04045337738
141	0.04036033431
142	0.04026767004
143	0.04021845069
144	0.04001763931
145	0.03983555641
146	0.03960985015
147	0.03951806977
148	0.03945584168
149	0.0394105338
150	0.03928211561
151	0.0392533056
152	0.03917418081
153	0.03911526385
154	0.03906662103
155	0.03903447845
156	0.03889785032
157	0.03872052003
158	0.03852558506
159	0.03841452035
160	0.03829699402
161	0.03824269895
162	0.03815135457
163	0.03812318582
164	0.03809010094
165	0.0380510717
166	0.03796055612
167	0.03779074481
168	0.03778236553
169	0.03756377731
170	0.03754915669
171	0.03752540056
172	0.03748003258
173	0.03733601328
174	0.03726867654
175	0.03715816466
176	0.03714642263
177	0.03706149403
178	0.03692563829
179	0.03664662676
180	0.03654053224
181	0.03650353881
182	0.03648182736
183	0.03632465971
184	0.03622668097
185	0.0361897122
186	0.03617389243
187	0.03612634637
188	0.03607172281
189	0.03603514666
190	0.03601232777
191	0.03593406157
192	0.0356285937
193	0.03560705074
194	0.03552757953
195	0.03543335445
196	0.03540193391
197	0.03534618828
198	0.03527553924
199	0.0352365745
200	0.03515813948
201	0.03514154924
202	0.03512857055
203	0.03510667837
204	0.03508344672
205	0.03506812965
206	0.03503114841
207	0.03492748456
208	0.03491398646
209	0.03484388929
210	0.03482984903
211	0.03482349856
212	0.03477030207
213	0.03473354313
214	0.03455065413
215	0.03453713832
216	0.03439699329
217	0.0343040821
218	0.03429796376
219	0.03429246101
220	0.03428166428
221	0.03425773769
222	0.03421446796
223	0.03419821788
224	0.03405056178
225	0.03404229234
226	0.03403938279
227	0.03399293648
228	0.03398053178
229	0.03396870705
230	0.03396359389
231	0.03395524712
232	0.03392187739
233	0.03389989323
234	0.03388993558
235	0.03386744083
236	0.03376656602
237	0.03375837054
238	0.03375101882
239	0.03371708195
240	0.03370069181
241	0.03369307163
242	0.03368531612
243	0.03367180474
244	0.03365594083
245	0.03363811938
246	0.03356134548
247	0.0335371037
248	0.03353574835
249	0.03350594605
250	0.03350117421
251	0.03347102122
252	0.03345954982
253	0.03342545637
254	0.03340199661
255	0.03339937751
256	0.03338997674
257	0.03338019021
258	0.0333090443
259	0.03328882285
260	0.0332810105
261	0.03323933892
262	0.03322579212
263	0.03314024669
264	0.03312578087
265	0.03310073484
266	0.03309687305
267	0.03309071976
268	0.03307142108
269	0.03306921908
270	0.03306516271
271	0.03306018077
272	0.03304497619
273	0.03300385888
274	0.03299874548
275	0.03299678744
276	0.03299154185
277	0.03299021008
278	0.03294664326
279	0.03282166373
280	0.032816359
281	0.03280068875
282	0.03275724345
283	0.03266368518
284	0.03260920404
285	0.03257606654
286	0.0325507616
287	0.03254902039
288	0.03253443074
289	0.03243229074
290	0.03242904234
291	0.03241486097
292	0.03240801692
293	0.03237344781
294	0.03235624037
295	0.03234634168
296	0.03222969345
297	0.03211119551
298	0.03210883563
299	0.03210538206
